MRT	0x00000029
empireAwarenessAdjustmentAttackedEmpireUFO	0x055B9DBB
empireAwarenessAdjustmentEnteredEmpireStar	0x055B9DC0
empireAwarenessAdjustmentVisitedEmpireStar	0x055B9DC4
empireAwarenessAdjustmentVisitedEmpirePlanet	0x055B9DC7
empireAwarenessAdjustmentAngeredEmpire	0x055B9DC9
empireAwarenessAdjustmentPlacedColony	0x055B9E4B
missionVisitCities	0x055BBD02
missionCityEffectNonVisited	0x055BBD03
missionCityEffectVisited	0x055BBD04
missionVisitRadius	0x055BBD05
missionCityEffectHeight	0x055BBD06
missionNumCitiesToVisit	0x055BBD07
missionExploreType	0x055BBD08
obstacleHeightPercentToCanopyAlpha	0x055C1350
obstacleCanopyAlphaMultiplier	0x055C1357
totemPolePosition	0x055CEA88
sporepediaConfigEnableEditButton	0x055D0BFE
sporepediaConfigEnablePublishButton	0x055D0BFF
sporepediaConfigEnableBanDeleteButton	0x055D0C00
sporepediaConfigEnableCloseButton	0x055D0C01
modelCapabilityTribeAttack	0x055D370E
modelCapabilityTribeSocial	0x055D3747
modelCapabilityTribeArmor	0x055D374C
modelCapabilityTribeGather	0x055D3750
modelCapabilityTribeFishing	0x055D3754
paintMaterialGlossiness	0x055D3D82
paletteItemModelKey	0x055DCA4C
partUnlockFeedList	0x055DD9F6
galaxyInterceptRange	0x055E7DAD
Ter_Inv_Spherical	0x055E9EE4
missionDropOffRequired	0x056242C6
missionDropOffRadius	0x056242C7
galaxyInterceptFireRange	0x05629CFF
galaxyInterceptDamage	0x05629D2D
paintMaterialBumpiness	0x0562A106
paintMaterialSpecStrength	0x0562A3B7
spaceWarSurrenderThreshold	0x0563C03F
sporepediaConfigShowPreviousFeed	0x0563EC02
Ter_Inv_IsToy	0x0563FF0B
vi_attitude_towards_player	0x0564CC3E
vi_has_mouth_type	0x0564E207
creatureAbilityConeDamageMultiplier	0x0564F152
sporepediaConfigEditorTypeOverride	0x05653D86
peaceOfferPrices	0x05655AB5
peaceBadOfferDelta	0x0565605E
peaceVeryBadOfferDelta	0x05656063
peaceGoodOfferDelta	0x05656066
RelationshipEventSpaceBadPeaceOffer	0x05661A77
RelationshipEventSpaceGoodPeaceOffer	0x05661A7C
peacePricePlayerSizeFactor	0x05662552
peacePriceEnemySizeFactor	0x05662556
peacePriceCaptureFactor	0x05662559
peacePriceRelationshipFactor	0x05662560
peacePriceElapsedSecondsFactor	0x0566274E
OptionLoggedInYouTube	0x05664A8B
YTUserName	0x05664BF5
YTPassword	0x05664BF6
spaceMilitaryCaptureDecayTime	0x05666DAF
spaceEconomySpiceModifiers	0x0566A42F
shAreaLights	0x0566CAE9
shHemiLight	0x0566CAEA
tradeRouteShipIntervalGalaxy	0x05676F3E
tradeRouteBundleInterval	0x0567704F
tradeCaptureCostT0	0x056778C1
tradeCaptureCostT1	0x056778C3
tradeCaptureCostT2	0x056778C5
tradeCaptureCostT3	0x056778C6
shAreaLightsScale	0x05678419
shAreaLightsZRM	0x0567841A
shCoeffsScale	0x056784B9
shCoeffsZRM	0x056784BA
envHemiMapScale	0x056784C9
envHemiMapZRM	0x056784CA
envCubeMapScale	0x056784D9
envCubeMapZRM	0x056784DA
atmosphereScale	0x056784E9
atmosphereZRM	0x056784EA
shHemiLightScale	0x056784F9
shHemiLightZRM	0x056784FA
spaceTradingChanceWarrior	0x0567DDD0
spaceTradingChanceTrader	0x0567DDD1
spaceTradingChanceScientist	0x0567DDD2
spaceTradingChanceShaman	0x0567DDD3
spaceTradingChanceBard	0x0567DDD4
spaceTradingChanceZealot	0x0567DDD5
spaceTradingChanceDiplomat	0x0567DDD6
spaceTradingChanceEcologist	0x0567DDD7
spaceTradingChanceGrob	0x0567DDD8
spaceTradingRequiresTier	0x0567DDD9
spaceCombatFighterBackgroundDPS	0x056B734F
spaceCombatBomberBackgroundDPS	0x056B7354
spaceCombatTurretBackgroundDPS	0x056B7358
spaceCombatUberTurretBackgroundDPS	0x056B7AE6
feedListItemTelemetryQueryType	0x056B8D5E
Ter_Inv_IsEdible_Carnivore	0x056B9D88
obstacleMaxDistToCanopyAlpha	0x056BF073
editorBGLighting	0x056BF5D7
validationLoadableTests	0x056C4406
validationEditableTests	0x056C4407
validationPlayableTests	0x056C4408
validationPollinatableTests	0x056C4409
validationWarningTests	0x056C440A
validationEditorToIgnoreTests	0x056C440B
vi_required_tools	0x056CD5EA
niceWeightsNormal	0x056E2538
NPCActionRulesMilitary	0x056E61E1
NPCActionRulesColonise	0x056E61E2
NPCActionRulesEconomic	0x056E61E3
NPCForcedTurnCount	0x056E61E5
expansionHighlight	0x056E787C
palettePageNoResolutionScale	0x056E8657
tradeRouteMaxNumber	0x0574C702
sporepediaConfigFeedListID	0x0574D7F3
missionGeneratorWeight	0x05760D54
missionGeneratorWeightDuringWar	0x05760D66
missionGeneratorWeightDuringAlliance	0x05760D6D
tradeChance	0x0576373A
spaceMilitaryCaptureRemainingPlanetRatio	0x05774DA3
spaceMilitaryCaptureRemainingCityRatio	0x05774DB2
tradeRouteRemainingPlanetRatio	0x05774E0C
tradeRouteRemainingCityRatio	0x05774E13
tradeRouteRemainingBuildingRatio	0x05774E18
RelationshipEventUsedNuclearWeapon	0x05776D99
foodMatPosition	0x05777F17
RelationshipEventSpaceBeNice	0x0577909A
RelationshipEventSpaceBeNasty	0x0577909B
paintThemeOverrideThumbnail	0x0577EC83
TribeChatAreas	0x05786667
UFOHealthUberTurret	0x0578CE0C
spaceshipWeaponRadii	0x0578E8DC
weaponRaiderShortRange	0x0578E8F0
weaponRaiderGround	0x0578EC56
weaponPosseShortRange	0x0578EC62
weaponPosseGround	0x0578EC6C
weaponInterceptorGalaxy	0x0578EC76
weaponDefenderShortRange	0x0578F417
toolProjectileTurnRate	0x0579017F
toolProjectileMaxAltitude	0x05790183
toolProjectileDetonationDistance	0x05790187
modelOverrideFootprintRadius	0x0579EF6C
RelationshipEventSpacePushedTooFar	0x057B4514
spaceToolEnergyCost	0x057B4EEC
RelationshipEventSpaceCapturedASystem	0x057B9100
weaponTurretDefenseMissle	0x057E291E
weaponTurretFlak	0x057E2933
weaponTurretLaser	0x057E293D
turretHealth	0x057E2CFF
RelationshipEventSpaceWasAtWar	0x057E4FE3
editorBaseConfigUnlocks	0x057E9439
spaceTradingQuantityToOffer	0x057F3499
Ter_Inv_Affinity	0x057F5959
empireStartLocations	0x057FA8DD
vi_fourCC	0x057FB0B6
paletteItemTriggerBehavior	0x057FB25A
weaponInterceptorSolar	0x0580B099
toolOnlyOnPlayerColonies	0x0580BC29
toolOnlyOnNPCColonies	0x0580BC3D
embassyUpdateRate	0x0580DFE7
RelationshipEventSpaceEmbassyBonus	0x0580E23B
spacePhiOffsetGalaxy	0x05820B5E
spacePhiOffsetSolar	0x05820B65
WonLastCivGame	0x058389EB
WonSecondToLastCivGame	0x058389F0
weaponPosseSolar	0x0587348D
weaponPosseGalaxy	0x058734A1
weaponPlayerSolar	0x05877FB5
weaponPlayerGalaxy	0x05877FC0
shadowTargetSnap	0x05879278
shadowDirSnap	0x05879279
shadowDirLerp	0x0587927A
shadowScaleSnap	0x0587927B
spaceToolGroupNames	0x05879D94
spaceToolGroupList1	0x05879D95
spaceToolGroupList2	0x05879D96
spaceToolGroupList3	0x05879D97
spaceToolGroupList4	0x05879D98
spaceToolGroupList5	0x05879D99
spaceToolGroupList6	0x05879D9A
spaceToolGroupList7	0x05879D9B
spaceToolGroupList8	0x05879D9C
spaceToolHide	0x0588BA0E
sporepediaConfigFilterUIVisibility	0x0588C721
percentChanceStarHasRare	0x0589C626
modelLevelToWater	0x0589E78C
shadowDarkness	0x058A10BE
feedListItemSporeguideStringTable	0x058B92CD
spaceEconomySpiceHomeworldMultiplier	0x058CBB72
spaceEconomySpiceProductionMultiplier	0x058CBB73
spaceEconomySpiceStorageMultiplier	0x058CBB74
spaceEconomySpiceColor	0x058CBB75
spaceTradingBonusTool	0x058CD55B
modelMeshUseHavokMesh	0x0590AA7F
RelationshipDispositionThreshold	0x0591A0CA
RelationshipEventSpaceDestroyUFO	0x0591F833
toolUseOnActivate	0x05931133
exactlyOneOf	0x059346D9
modelCreatureStaticPoseAnim	0x059348B4
modelCreatureStaticPoseTime	0x059348B5
duplicateSuffixes	0x05944E2E
npcGiftAmount	0x0594A718
npcTributeAmount	0x0594A71C
RelationshipEventSpaceWitholdTribute	0x0594AFFF
RelationshipEventSpaceAcceptGift	0x0594B017
npdTributeTimeLimit	0x0595D661
sporepediaConfigForceExpandCategories	0x059C3490
toolProjectileAcceleration	0x05A5DF68
recentDeathConversationDuration	0x05A5E5BC
verbIconShowZeroLevel	0x05A5F41E
IdleThreshold	0x05A71AB3
spaceTerraformHotColdZoneBias0	0x05A72FA9
spaceTerraformHotColdZoneBias1	0x05A72FAD
spaceTerraformHotColdZoneBias2	0x05A72FB0
toolProjectileMinAltitude	0x05A82CB4
verbTraySoundKey	0x05AC7E77
missionCityEffectHeightJitter	0x05AD6F10
RelationshipEventBrokeDeal	0x05ADB0AA
palettePageBorder	0x05ADC149
palettePageItemPercentageWidth	0x05ADC172
palettePageItemAspectRatio	0x05ADC18D
palettePageUseRelativeLayout	0x05ADC53B
colorPickerDefaultColorWindowSizePercent	0x05ADCD6E
colorPickerImageDefaultColor	0x05ADCD6F
colorPickerDefaultColorWindowGapPercent	0x05ADCD70
colorpickerImageDefaultFrame	0x05ADCD71
colorpickerImageDefaultFrameGlow	0x05ADCD72
colorpickerImageDefaultShine	0x05ADCD73
modelToolOffset	0x05AEE406
modelEditorInitialRotation	0x05AEE941
sporepediaConfigExpandCategories	0x05AEEAA2
feedListItemHeader	0x05AF1BAF
vi_actor_offsets_unscaled	0x05B05121
spaceToolSetiChanceFalsePositiveRare	0x05B0797F
spaceToolSetiChanceFalseNegativeRare	0x05B07982
spaceToolSetiChanceFalsePositiveEmpire	0x05B07984
spaceToolSetiChanceFalseNegativeEmpire	0x05B07986
spaceEconomyEnergyRechargeRate	0x05B14955
spaceEconomyEnergyRechargeDelay	0x05B14971
palettePageUseAbsoluteItemSize	0x05B5566E
palettePageUseAbsoluteBorderSizes	0x05B55D89
modelLocomotionHint	0x05B567D1
ufoAllyScale	0x05B56B19
obstacleCameraAlphaRadius	0x05B59E03
OptionShowHints	0x05B5BB5E
ufoAllyVelocityFactor	0x05B694BA
verbIconAlertID	0x05B6B8B4
RelationshipEventSpaceMissionStarted	0x05B6CE81
RelationshipEventSpaceCommunicatedNice	0x05B6CF09
RelationshipEventSpacePersonalityNice	0x05B6FCC9
RelationshipEventSpacePersonalityMean	0x05B6FCD4
editorSporepediaConfigID	0x05B70EC7
escortThreshold	0x05B7E4F5
hostileThreshold	0x05B7E516
spaceTradingCostMultiplierWarrior	0x05B80B32
spaceTradingCostMultiplierTrader	0x05B80B33
spaceTradingCostMultiplierScientist	0x05B80B34
spaceTradingCostMultiplierShaman	0x05B80B35
spaceTradingCostMultiplierBard	0x05B80B36
spaceTradingCostMultiplierZealot	0x05B80B37
spaceTradingCostMultiplierDiplomat	0x05B80B38
spaceTradingCostMultiplierEcologist	0x05B80B39
spaceTradingCostMultiplierGrob	0x05B80B3A
spaceTradingCostMultiplierUserEco	0x05B80B3B
spaceTradingCostMultiplierUserMil	0x05B80B3C
spaceTradingCostMultiplierUserCul	0x05B80B3D
RelationshipEventSpaceAvoidedContact	0x05B942D0
spaceColonyObjectHealth	0x05B96972
spaceToolLockedDescription	0x05B98D30
AmbOccNumSamples	0x05B99DE4
eggPenPosition	0x05B99ECD
modelAmbOccStreamMesh	0x05B9A1EC
modelAmbOccTuningFile	0x05B9A4FB
palettePageItemMaxPercentageHeight	0x05B9A649
editorSporepediaCanSwitchConfigID	0x05BACA1F
planetCameraInterpolationRamp	0x05BAF74F
planetCameraInterpolationTolerance	0x05BAF750
automaticAchievement	0x05BEF2BB
gameScopeAchievement	0x05BEF2CD
accumulatorTriggerOp	0x05BEF2F7
accumulatorTriggerValue	0x05BEF305
modelDoNotFlipBasedOnSurfaceNormalOnPlaneOfSymmetry	0x05C08C60
pollinatorHTTPTimeout	0x05C29D33
spaceCombatRespawnTime	0x05C2CBC5
spaceCombatReinforceTime	0x05C2CBD6
spaceCombatReinforceSecondTime	0x05C2CBEA
spaceCombatReinforceCount	0x05C2CC0E
animButtonTooltip	0x05C3EB47
editorAnimPanelOrder	0x05C43A40
editorAnimPanelIcon	0x05C54E7E
editorAnimPanelIconShadow	0x05C54E7F
ufoGalaxyWarpMultipliers	0x05C80689
ufoGalaxyWarpTimes	0x05C8077C
CastingManager_MaxAnimalPoolSize	0x05C8390D
OptionGameQuality	0x05C9482D
NumFramesToBuffer	0x05C97448
spaceTradingToolReofferRate	0x05CAA7C3
modelThumbnailZoom	0x05CD5DE9
paletteSetSequenceNumber	0x05D1A718
shadowCasterDistance	0x05D1B951
shadowDepthRange	0x05D1B952
lootMinMoneyDrop	0x05D23AD7
lootRaiderMoneyChance	0x05D23ADC
lootMaxMoneyDrop	0x05D23AE0
lootBomberMoneyChance	0x05D23AE4
lootInterceptorMoneyChance	0x05D23AE8
lootDefenderMoneyChance	0x05D23AEB
lootThiefMoneyChance	0x05D23AEF
badgeEarnPosse	0x05D25642
lootMinCityMoneyDrop	0x05D282CE
lootMaxCityMoneyDrop	0x05D282D4
lootCityMoneyChance	0x05D282E6
editorSwatchBackgroundMusicPatch	0x05D29FDD
attackRequestCostBuildingCountFactor	0x05D4DB2B
attackRequestCostTurretCountFactor	0x05D4DB30
terraformClearFloraExtraRadiusCity	0x05D52E51
ThumbnailEffect	0x05D5FC14
attackRequestBaseCost	0x05D64754
UFOHealthDefender	0x05D67A28
UFOHealthInterceptor	0x05D67A34
UFOHealthAlly	0x05D67A3A
RelationshipEventFoughtEnemy	0x05DA8036
editorCurrencyChar	0x05DAA925
OptionListTarget	0x05DAAFFE
OptionIDs	0x05DAAFFF
OptionStartSettings	0x05DAB000
OptionEndSettings	0x05DAB001
sporepediaConfigSporeGuideConfigID	0x05DB9092
AlwaysFullscreen	0x05DD4647
OptionBuddiesOnly	0x05DE7B4A
editorDefaultBrainLevel	0x05DEB6A5
creatureIDColorMinDist	0x05DFDAAA
creatureIDColorMaxDist	0x05DFDAAE
tribeIDColorMinDist	0x05DFDAB2
tribeIDColorMaxDist	0x05DFDAB5
civIDColorMinDist	0x05DFDAB8
civIDColorMaxDist	0x05DFDABA
spaceIDColorMinDist	0x05DFDABD
spaceIDColorMaxDist	0x05DFDAC2
paletteSetButtonLayout	0x05DFEF47
paletteSetButtonBackgroundIcon	0x05DFEF48
galacticPrimaryStarModelScale	0x05DFFAA8
galacticSecondaryStarModelScale	0x05DFFABE
galacticBinaryModelOffset	0x05DFFB15
ThumbnailShadowSkew	0x05E2EAAC
ThumbnailShadowWidening	0x05E301EF
ThumbnailLowering	0x05E303C5
ThumbnailImageScale	0x05E30434
solarZoomInStartRadius	0x05E3DCEE
galaxyZoomOutStartRadius	0x05E3E315
paletteSetButtonIcon	0x05E4DE4E
toolTargetFlags	0x05E51B17
spaceshipWeaponEmpireSize	0x05E526CE
toolTargetFlagsFailMessage	0x05E62E33
archetypeRefillThreshold	0x05E67A40
archetypeRefillAmount	0x05E67A41
editorDefaultSkinPaintScripts	0x05E68C2E
toolPreventsPlanetExit	0x05E778E7
spaceHazardEffect	0x05E7C551
spaceHazardHitEffect	0x05E7C589
spaceHazardType	0x05E7C598
spaceHazardTemperatures	0x05E7C5AB
spaceHazardLocations	0x05E7C5D6
spaceHazardRadius	0x05E7C63D
spaceHazardHeight	0x05E7C648
spaceHazardWarmUpTime	0x05E7C654
spaceHazardDangerTime	0x05E7C65F
spaceHazardDamagePerSecond	0x05E7C670
creatureAbilityBuildingSpecificAnimationID	0x05E7ECA0
spaceEconomyRechargeCost	0x05E8FCDD
feedListItemRootFilterID	0x05E90865
feedListItemSelectedFilterID	0x05E9086C
spaceEconomyRepairCost	0x05E90ECF
ufoDefenderScale	0x05ECB58D
ufoBomberGalaxyScale	0x05ECB592
ufoFighterGalaxyScale	0x05ECB596
ufoMerchantGalaxyScale	0x05ECB59B
ufoDefenderGalaxyScale	0x05ECB5A0
ufoGalaxyMinNPCPlump	0x05ECD92B
ufoGalaxyMaxNPCPlump	0x05ECD938
ufoGalaxyBomberWarpMultiplier	0x05ECF67C
achievementTitle	0x05EE1FAC
achievementDescription	0x05EE1FBA
achievementIcon	0x05EE1FBB
achievementLockedIcon	0x05EE1FBE
partUnlockLayout	0x05EEA218
cityHallDiasHeight	0x05EF5F2D
missionDurationEmpireMultiplier	0x05EFAF8B
missionRewardEmpireMultiplier	0x05EFB832
toolData_GrasperOverlay	0x05F09049
modelAlignXYWith	0x05F57A28
RelationshipEventSpaceCommunicatedMean	0x05F62736
galacticCoreTravelLimit	0x05F76A83
galacticCoreTravelRadii	0x05F76A90
InlandModelSmallRemoveEffectID	0x05F77883
InlandModelLargeRemoveEffectID	0x05F779B2
CoastalModelSmallRemoveEffectID	0x05F779B8
CoastalModelLargeRemoveEffectID	0x05F779BD
InlandModelSmallRebuildEffectID	0x05F779C3
InlandModelLargeRebuildEffectID	0x05F779C8
CoastalModelSmallRebuildEffectID	0x05F779CD
CoastalModelLargeRebuildEffectID	0x05F779D2
grobSizeRadiusMultipliers	0x05F89281
spaceTradingChancePlayerWarrior	0x05F89FF4
spaceTradingChancePlayerTrader	0x05F89FF5
spaceTradingChancePlayerScientist	0x05F89FF6
spaceTradingChancePlayerShaman	0x05F89FF7
spaceTradingChancePlayerBard	0x05F89FF8
spaceTradingChancePlayerZealot	0x05F89FF9
spaceTradingChancePlayerDiplomat	0x05F89FFA
spaceTradingChancePlayerEcologist	0x05F89FFB
spaceTradingChancePlayerWanderer	0x05F89FFC
spaceTradingChancePlayerKnight	0x05F89FFD
RelationshipEventSpaceStartedWar	0x05F8A1AD
modelAllowTopBehaviors	0x05F98A72
editorViewableComplexityFlags	0x05FA1567
evolutionMeanTime	0x05FF5B59
RelationshipEventSpaceArchetypeNice	0x05FF85B2
RelationshipEventSpaceArchetypeMean	0x05FF85B3
RelationshipEventSpaceArchetypeMods	0x05FF85B4
spaceTradingToolClass	0x06009608
editorModelTranslationLoadOptions	0x0600C6B8
RelationshipEventSpaceSuperPower	0x0601DF2A
ufoMouseDriveTurnWidth	0x060212C5
ufoMouseDriveMoveWidth	0x060212C6
ufoMouseDriveEdgeZoomHeight	0x060212C7
weatherIceCloudColor	0x060321D8
weatherColdCloudColor	0x060321E4
weatherWarmCloudColor	0x060321E7
weatherHotCloudColor	0x060321E9
weatherLavaCloudColor	0x060321EE
planetCameraCombatModeEnabled	0x06046DB3
planetCameraCombatTuning	0x06046DB4
planetCameraBusterTuning	0x06046DB5
hintAlwaysShow	0x060472A7
hintMustDo	0x060472A8
pickabilityMaxDimensionRatio	0x06087CB5
pickabilityMinScore	0x06087CB6
timelineEventSporepediaView	0x0608DB3F
transmissionCancelConditions	0x0609D0A3
EventTempFileMaxSize	0x0609D3A2
EventUploadPeriodSeconds	0x0609D3D5
spaceHazardSpeed	0x0609E03A
spaceHazardWindBorne	0x0609E078
ufoMaxExtent	0x0609EE15
spaceHazardAtmospheres	0x060A0704
weatherAmbientLoopboxType	0x060A0A5C
spaceHazardChasesUFO	0x060B0488
spaceHazardPush	0x060B0498
timelineEventIcon	0x060B3E8D
timelineEventTitle	0x060B3E8E
timelineEventRolloverLayout	0x060B3E8F
timelineEventImageType	0x060B3E90
badgeEffectID	0x060B5892
timelineEventUseDisposition	0x060BC73A
browserFilterParameterIDs	0x060C9E55
modelMeshAnimSharing	0x060CBBEF
timelineEventShowUpArrow	0x060DEF8E
timelineEventShowDownArrow	0x060DEF8F
spaceToolKeyBindingEnabledColor	0x0611176B
vi_actor_alternate_color	0x0611B46C
spaceHazardSpawnTime	0x06121282
spaceHazardSpawnLookAheadTime	0x061215A4
spaceHazardSpawnRadius	0x061215AC
spaceHazardScale	0x06121B4F
spaceHazardDamage	0x061329AB
GalaxyReservedStars	0x061341E4
shadowNestFactor	0x06148BAD
shadowNestScaleCurve	0x0614A8F1
toolCanPlayerLockOn	0x06157363
dialogLayout	0x061594AB
dialogCalloutUiId	0x0615A45E
dialogDisableByOptions	0x0615A51A
spineMinCollisionDeadZoneDistance	0x0615C643
weaponRaiderMediumRange	0x0616DF37
weaponRaiderLongRange	0x0616DF39
weaponPosseMediumRange	0x0616E02F
weaponPosseLongRange	0x0616E031
weaponPlayerShortRange	0x06170854
weaponDefenderMediumRange	0x06170E66
weaponDefenderLongRange	0x06170E68
weaponBomberLongRange	0x06170E8B
weaponBomberGround	0x06170E8D
weaponInterceptorShortRange	0x06170F29
weaponInterceptorLongRange	0x06170F38
weaponInterceptorMediumRange	0x06170F3A
weaponDefenderGround	0x06171707
MacSpecificText	0x061B67B6
modelQuantizeScales	0x061B99CD
modelQuantizeTypeTags	0x061B99CE
modelQuantizeBoneDir	0x061B99CF
solarFOVStart	0x061CA5A3
solarFOVEnd	0x061CA5B2
galaxyFOVStart	0x061CA5B9
galaxyFOVEnd	0x061CA5D4
spaceCombatMaxLockOnRange	0x061DC1E9
waitTimeSecAlliedNPCMedAirWeapon	0x06259D65
waitTimeSecPassiveNPCMedAirWeapon	0x06259D76
waitTimeSecInterceptorMedAirWeapon	0x06259D7E
waitTimeSecRaidFighterMedAirWeapon	0x06259D90
waitTimeSecUberTurretMedAirWeapon	0x06259D99
waitTimeSecStory201NPCMedAirWeapon	0x06259DA2
waitTimeSecAlliedNPCFarAirWeapon	0x06259DC1
waitTimeSecPassiveNPCFarAirWeapon	0x06259E0B
waitTimeSecInterceptorFarAirWeapon	0x06259E11
waitTimeSecRaidFighterFarAirWeapon	0x06259E17
waitTimeSecUberTurretFarAirWeapon	0x06259E1C
waitTimeSecStory201NPCFarAirWeapon	0x06259E22
shadowHorizonFade	0x0625E847
toolData_MaxNumSlots	0x062686B2
NPCLaserOnTimeSec	0x0626B017
NPCLaserOffTimeSec	0x0626B01F
verbIconImageID	0x0626EFE0
OptionExpireOld	0x0626F940
OptionExpireDays	0x0626F958
OptionArchiveExpired	0x0626F9C0
creatureAbilityIsSpecial	0x06270927
waitTimeSecRaidBomberFarAirWeapon	0x06270BF8
dialogCalloutIgnoreUIVisibility	0x06280C2F
creatureHealthPointsPerEgg	0x06284C0C
First_Boat_Pos	0x06284EF8
verbTrayIconID	0x06286814
verbIconImageLayout	0x0628AD3C
planetZoomCeiling	0x06295B9E
fruitRegrowthEnabled	0x062978BE
verbIconTrayOverrideImageID	0x062CC8D9
creatureAbilityUnit	0x062D00E7
creatureAbilityRolloverValueDescription	0x062D00E8
galaxyZoomOutEndRadius	0x062EB105
solarZoomOutStartRadius	0x062EB1AB
solarZoomOutEndRadius	0x062EB1AD
solarZoomInEndRadius	0x062EB1B7
toolData_EnRouteAnim	0x062ECADE
DOFMinHeight	0x062EFB36
DOFMaxHeight	0x062EFB3D
verbIconStaticLayout	0x062F16CF
verbIconGameLayout	0x062F16D8
solarZoomFloor	0x062FD07E
solarZoomCeiling	0x062FF0CE
galaxyZoomFloor	0x062FF100
verbCollectionLayout	0x06309CAC
verbCollectionIsVehicleStats	0x0630A7A2
OptionCaptureUI	0x0631621A
verbIconColor	0x0631704A
verbIconRolloverLevelImageID	0x0631D7B6
modelCapabilityMilitaryPower	0x06329468
modelCapabilityReligiousPower	0x06329469
modelCapabilityEconomicPower	0x0632946A
solarCameraPhi	0x0632A03B
solarAutoZoomRateInMin	0x0632A46E
solarAutoZoomRateInMax	0x0632A472
galaxyAutoZoomRateMin	0x0632A54D
galaxyAutoZoomRateMax	0x0632A54F
galaxyDiscreteZoom	0x0632A816
solarDiscreteZoom	0x0632C41B
terrainLegacyScript	0x06369B24
OptionEdgeScroll	0x0636EC26
modelFootprintVertices	0x0637D439
CRGMinDepth	0x06380A32
CRGMaxDepth	0x06380A37
TRGMinDepth	0x06380A3B
TRGMaxDepth	0x06380A40
CVGMinDepth	0x06380A44
CVGMaxDepth	0x06380A54
SPGMinDepth	0x06380A5A
SPGMaxDepth	0x06380A61
EntitlementApplied	0x06390EDE
paletteItemRolloverShowLevel	0x0639558F
verbIconRolloverShowLevel	0x063955A8
feedListCategoryVisibleInBuddiesOnly	0x06397993
spaceInitTools	0x063AA10B
Support51Audio	0x063AB656
planetZoomInStartHeight	0x063C0261
planetZoomInEndHeight	0x063C0263
badgeCardDescription	0x063C233B
ufoSolarCinematicsScale	0x064001AD
ufoGalaxyCinematicsScale	0x064001C2
ufoPlanetCinematicsScale	0x06400EA3
creatureAbilityRushingTargetedCharge	0x06400F3F
UFOHealth201Drone	0x0640F84A
creatureAbilityRushingDoDamage	0x0642607A
verbIconShowPercent	0x0642984A
verbIconShowPercentInRollover	0x06429C96
paletteAssetSwatchLockedBackgroundImage	0x0643D3E1
mouthPriority	0x06440A76
achievementCategory	0x06491531
achievementSecret	0x06491532
achievementSubSort	0x06491536
planetAtmosphereStart	0x06491AED
planetAtmosphereEnd	0x06491AEF
verbIconValueString	0x064927C9
verbIconPaletteOverrideName	0x06492B61
verbIconRolloverLevelLayoutID	0x064A5775
verbIconRolloverShowIcon	0x064A5C75
modelDocksOffset	0x064BA57B
dialogCalloutHighlightUiIds	0x064BD8E8
dialogCalloutUiParent	0x064BD8E9
dialogCalloutLocationVertical	0x064BD8EF
paletteItemVehicleType	0x064BD903
dialogCalloutHighlightUiMaterial	0x064BD9CA
paletteAssetSwatchLockedText	0x064BDB29
EasyRefundFraction	0x064BE077
MediumRefundFraction	0x064BE078
HardRefundFraction	0x064BE079
dialogCalloutHighlightUiChildren	0x064BECEE
planetAtmosphereUpdateTheta	0x064DAB03
modelShowoffEffect	0x06514C0B
editorBudgetTooltip	0x065238B1
dialogCalloutUiIdDismissButton	0x0652468F
timelineEventLevelTraits	0x065263B4
timelineEventLevelTraitsIndex	0x065263C8
tradeRouteWarn	0x065266C0
tradeRouteEnd	0x065266CD
spaceToolThumbnailID	0x0653A6CF
DockModelSmall	0x0653E65E
DockModelLarge	0x0653E66A
weatherRainRampMS	0x0653E7F7
weatherRainDarkness	0x0653E806
herbivoreHutList	0x0653F6B6
carnivoreHutList	0x0653F6B7
omnivoreHutList	0x0653F6B8
npcHutList	0x0653F6B9
herbivoreUnpackEffects	0x0654E034
carnivoreUnpackEffects	0x0654E035
omnivoreUnpackEffects	0x0654E036
modelCellApplyBehaviorToUserRotation	0x0655296A
spaceDecline101Tools	0x06553D45
